FeatureName,Region,NGR,East,North,Lat,Long,LatLong,TreatmentOfRemains,MNIWithinDeposit,SexOfIndsWithin Deposit,AgeOfFindsWithinDeposit,ArtefactsInDepositList,SexSingleDeposits,AgeSingleDeposits,ArtefactsSingleDeposits,SexGroupDeposits,AgeGroupDeposits,ArtefactsGroupDeposits,SitesWithUnknownSex,TerminusPostQuemBC,TerminusAnteQuemBC,MedianBC,DecadeOfExcavation
Warkworth cairn cist 1,Northumberland,NU277043,427700.0,604300.0,55.331978,-1.5649215,"55.331978,-1.5649215",Crouched burial,1.0,Indet.,Indet.,"Bronze dagger,Food Vessel,Flint flakes",Indet.,Indet.,"Bronze dagger, Food Vessel, Flint flakes",,,,Indet.,2200.0,1650.0,1925.0,1880.0
Warkworth cairn cist 2,Northumberland,NU277043,427700.0,604300.0,55.331978,-1.5649215,"55.331978,-1.5649215",Uncremated remains,1.0,Indet.,Child,,Indet.,Child,,,,,Indet.,2300.0,1750.0,2025.0,1880.0
Warkworth cairn cist 3,Northumberland,NU277043,427700.0,604300.0,55.331978,-1.5649215,"55.331978,-1.5649215",Cremation,1.0,Indet.,Indet.,Food Vessel,Indet.,Indet.,Food Vessel,,,,Indet.,2150.0,1750.0,1950.0,1880.0
Warkworth cairn cist 4,Northumberland,NU277043,427700.0,604300.0,55.331978,-1.5649215,"55.331978,-1.5649215",Unclear,N/a,N/a,Indet.,Food Vessel,,,,,,,N/a,2150.0,1750.0,1950.0,1880.0
Warkworth cairn cist 5,Northumberland,NU277043,427700.0,604300.0,55.331978,-1.5649215,"55.331978,-1.5649215",Unclear,N/a,N/a,Indet.,Food Vessel,,,,,,,N/a,2000.0,1700.0,1850.0,1880.0
Warkworth cairn cist 6,Northumberland,NU277043,427700.0,604300.0,55.331978,-1.5649215,"55.331978,-1.5649215",Unclear,N/a,N/a,Indet.,Food Vessel,,,,,,,N/a,2300.0,1750.0,2025.0,1880.0
Warkworth cairn cist 7,Northumberland,NU277043,427700.0,604300.0,55.331978,-1.5649215,"55.331978,-1.5649215",Crouched burial,1.0,Indet.,Adult,,Indet.,Adult,,,,,Indet.,2300.0,1750.0,2025.0,1880.0
Warkworth cairn cist 8,Northumberland,NU277043,427700.0,604300.0,55.331978,-1.5649215,"55.331978,-1.5649215",Crouched burial,1.0,Male,Adult,,Male,Adult,,,,,,2300.0,1750.0,2025.0,1880.0
Warkworth cairn cist 9,Northumberland,NU277043,427700.0,604300.0,55.331978,-1.5649215,"55.331978,-1.5649215",Crouched burial,1.0,Indet.,Indet.,Urn,Indet.,Indet.,Urn,,,,Indet.,2300.0,1750.0,2025.0,1880.0
Warkworth cairn cremation deposit 1,Northumberland,NU277043,427700.0,604300.0,55.331978,-1.5649215,"55.331978,-1.5649215",Cremation,N/a,Indet.,Indet.,,,,,,,,Indet.,2150.0,1700.0,1925.0,1880.0
Warkworth cairn cremation deposit 2,Northumberland,NU277043,427700.0,604300.0,55.331978,-1.5649215,"55.331978,-1.5649215",Cremation,1.0,Indet.,Adult,,Indet.,Adult,,,,,Indet.,2150.0,1700.0,1925.0,1880.0
Warkworth cairn vessel insertion,Northumberland,NU277043,427700.0,604300.0,55.331978,-1.5649215,"55.331978,-1.5649215",Unclear,N/a,N/a,Indet.,Food Vessel,,,,,,,N/a,2000.0,1700.0,1850.0,1880.0
Well House Farm cist,Northumberland,NZ04046676,404040.0,566760.0,54.995405,-1.9383858,"54.995405,-1.9383858",Uncremated remains,N/a,N/a,N/a,"Food Vessel,Jet beads,Flint flakes",,,,,,,N/a,2200.0,1780.0,1990.0,1980.0
West Wharmley cist,Northumberland,NY8866 ,388000.0,566000.0,54.988444,-2.1890653,"54.988444,-2.1890653",Crouched burial,2.0,Indet.,Adult,Beaker,,,,Indet.,Adult,Beaker,Indet.,2300.0,2100.0,2200.0,1920.0
Wether Hill stone cist,Northumberland,NU013145,401300.0,614500.0,55.424404,-1.9810129,"55.424404,-1.9810129",Uncremated remains,N/a,N/a,N/a,Food Vessel,,,,,,,N/a,2020.0,1745.0,1882.0,1990.0
Wether Hill wooden cist or coffin,Northumberland,NU013145,401300.0,614500.0,55.424404,-1.9810129,"55.424404,-1.9810129",Uncremated remains,N/a,N/a,N/a,Beaker,,,,,,,N/a,2200.0,1880.0,2040.0,1990.0
Wheathall Farm (Whitburn cist 2),Tyne and Wear,NZ40736265,440730.0,562650.0,54.956834,-1.3655088,"54.956834,-1.3655088",Crouched burial,1.0,Indet.,Adult,"Flint arrowhead,Flint flakes",Indet.,Adult,"Flint arrowhead, Flint flakes",,,,Indet.,2300.0,1750.0,2025.0,1920.0
Whitton Hill henge 1 'cremation 2' nr pit 24,Northumberland,NT933347,393300.0,634700.0,55.605862,-2.1079048,"55.605862,-2.1079048",Cremation,1.0,Indet.,Child,Flint knife,Indet.,Child,Flint knife,,,,Indet.,1426.0,1270.0,1348.0,1980.0
Whitton Hill henge 1 'cremation 3' nr pit 24,Northumberland,NT933347,393300.0,634700.0,55.605862,-2.1079048,"55.605862,-2.1079048",Cremation,Indet.,Indet.,Indet.,,,,,,,,Indet.,1426.0,1270.0,1348.0,1980.0
Whitton Hill henge 1 'cremation 4' nr pit 24,Northumberland,NT933347,393300.0,634700.0,55.605862,-2.1079048,"55.605862,-2.1079048",Cremation,Indet.,Indet.,Indet.,,,,,,,,Indet.,1426.0,1270.0,1348.0,1980.0
Whitton Hill henge 1 pit 28,Northumberland,NT933347,393300.0,634700.0,55.605862,-2.1079048,"55.605862,-2.1079048",Cremation,1.0,Possible Male,Adult,"Food Vessel,Flint flakes",Possible Male,Adult,"Food Vessel, Flint flakes",,,,,1890.0,1700.0,1795.0,1980.0
Whitton Hill henge 1 pit 6,Northumberland,NT933347,393300.0,634700.0,55.605862,-2.1079048,"55.605862,-2.1079048",Cremation,Indet.,Indet.,Indet.,,,,,,,,Indet.,3200.0,1000.0,2100.0,1980.0
Whitton Hill henge 1 pit 7,Northumberland,NT933347,393300.0,634700.0,55.605862,-2.1079048,"55.605862,-2.1079048",Cremation,Indet.,Indet.,Indet.,,,,,,,,Indet.,3200.0,1000.0,2100.0,1980.0
Whitton Hill henge 1 southern ditch,Northumberland,NT933347,393300.0,634700.0,55.605862,-2.1079048,"55.605862,-2.1079048",Cremation,Indet.,Indet.,Indet.,,,,,,,,Indet.,3360.0,3100.0,3230.0,1980.0
Whitton Hill henge 2 pit I,Northumberland,NT933347,393300.0,634700.0,55.605862,-2.1079048,"55.605862,-2.1079048",Cremation,1.0,Indet.,Indet.,,Indet.,Indet.,,,,,Indet.,1500.0,1100.0,1300.0,1980.0
Whitton Hill henge 2 pit Y,Northumberland,NT933347,393300.0,634700.0,55.605862,-2.1079048,"55.605862,-2.1079048",Multiple cremation,24.0,Multiple,Multiple age groups,,,,,Female + Indet.,Adolescent + Juvenile + infant,,,1260.0,1020.0,1140.0,1980.0
Whitton Hill henge 2 pit Z,Northumberland,NT933347,393300.0,634700.0,55.605862,-2.1079048,"55.605862,-2.1079048",Cremation,Indet.,Indet.,Indet.,,,,,,,,Indet.,,,,1980.0
Woodhorn cist,Northumberland,NZ2988,429000.0,588000.0,55.185440,-1.5461023,"55.185440,-1.5461023",Uncremated remains,1.0,Indet.,Indet.,Beaker,Indet.,Indet.,Beaker,,,,Indet.,2300.0,2100.0,2200.0,
Wooler cist,Northumberland,NT9928,399000.0,628000.0,55.545707,-2.0174057,"55.545707,-2.0174057",Crouched burial,1.0,Male,Adult,Jet button,Male,Adult,Jet button,,,,,2200.0,1750.0,1975.0,1870.0
Yeavering cist,Northumberland,NT92493047,392490.0,630470.0,55.567843,-2.1206444,"55.567843,-2.1206444",Uncremated remains,N/a,N/a,N/a,"Food Vessel,Jet beads",,,,,,,N/a,2100.0,1900.0,2000.0,1960.0
Yeavering cremation deposit 1,Northumberland,NT92493047,392490.0,630470.0,55.567843,-2.1206444,"55.567843,-2.1206444",Cremation,N/a,Indet.,Indet.,Urn,,,,,,,Indet.,2000.0,1500.0,1750.0,1960.0
